"","wave","Q288","Q252"
"8422",7,4,2
"8423",7,4,7
"8424",7,5,1
"8425",7,6,7
"8426",7,5,1
"8427",7,2,2
"8428",7,5,5
"8429",7,7,6
"8430",7,5,1
"8431",7,4,8
"8432",7,7,3
"8433",7,5,6
"8434",7,10,1
"8435",7,2,7
"8436",7,7,6
"8437",7,4,5
"8438",7,9,10
"8439",7,6,6
"8440",7,5,5
"8441",7,4,3
"8442",7,7,1
"8443",7,6,5
"8444",7,5,6
"8445",7,7,4
"8446",7,4,5
"8447",7,5,1
"8448",7,5,6
"8449",7,4,2
"8450",7,5,5
"8451",7,3,4
"8452",7,5,5
"8453",7,5,2
"8454",7,8,3
"8455",7,4,4
"8456",7,1,10
"8457",7,3,1
"8458",7,7,1
"8459",7,5,5
"8460",7,6,3
"8461",7,4,7
"8462",7,8,6
"8463",7,2,1
"8464",7,5,5
"8465",7,3,6
"8466",7,2,6
"8467",7,5,5
"8468",7,7,7
"8469",7,5,5
"8470",7,4,10
"8471",7,7,6
"8472",7,6,10
"8473",7,6,6
"8474",7,8,5
"8475",7,7,8
"8476",7,7,6
"8477",7,3,4
"8478",7,1,8
"8479",7,7,4
"8480",7,3,1
"8481",7,5,2
"8482",7,5,8
"8483",7,4,1
"8484",7,4,1
"8485",7,1,6
"8486",7,8,5
"8487",7,4,3
"8488",7,5,4
"8489",7,5,5
"8490",7,4,3
"8491",7,4,1
"8492",7,7,7
"8493",7,5,8
"8494",7,1,10
"8495",7,3,8
"8496",7,2,1
"8497",7,3,3
"8498",7,5,4
"8499",7,5,3
"8500",7,5,7
"8501",7,7,4
"8502",7,8,5
"8503",7,6,6
"8504",7,7,8
"8505",7,6,1
"8506",7,1,3
"8507",7,4,9
"8508",7,7,2
"8509",7,8,5
"8510",7,6,4
"8511",7,7,5
"8512",7,8,4
"8513",7,8,3
"8514",7,5,5
"8515",7,3,3
"8516",7,5,1
"8517",7,4,1
"8518",7,6,6
"8519",7,6,5
"8520",7,5,6
"8521",7,3,4
"8522",7,4,5
"8523",7,4,4
"8524",7,7,7
"8525",7,6,4
"8526",7,4,2
"8527",7,3,4
"8528",7,5,7
"8529",7,5,7
"8530",7,2,1
"8531",7,7,7
"8532",7,3,4
"8533",7,5,5
"8534",7,6,6
"8535",7,NA,NA
"8536",7,5,5
"8537",7,1,3
"8538",7,5,4
"8539",7,3,3
"8540",7,6,5
"8541",7,6,NA
"8542",7,5,4
"8543",7,7,5
"8544",7,5,3
"8545",7,1,1
"8546",7,5,5
"8547",7,5,1
"8548",7,6,6
"8549",7,5,6
"8550",7,4,6
"8551",7,6,7
"8552",7,5,4
"8553",7,3,1
"8554",7,6,NA
"8555",7,5,NA
"8556",7,2,9
"8557",7,3,4
"8558",7,5,2
"8559",7,5,4
"8560",7,5,1
"8561",7,1,5
"8562",7,10,1
"8563",7,1,4
"8564",7,6,5
"8565",7,4,6
"8566",7,5,5
"8567",7,5,8
"8568",7,NA,NA
"8569",7,5,3
"8570",7,6,1
"8571",7,5,3
"8572",7,8,4
"8573",7,NA,5
"8574",7,6,6
"8575",7,4,4
"8576",7,2,7
"8577",7,6,1
"8578",7,4,3
"8579",7,6,6
"8580",7,6,2
"8581",7,7,7
"8582",7,4,4
"8583",7,4,4
"8584",7,4,1
"8585",7,7,9
"8586",7,5,1
"8587",7,6,5
"8588",7,4,1
"8589",7,1,6
"8590",7,3,7
"8591",7,5,5
"8592",7,5,4
"8593",7,3,3
"8594",7,1,10
"8595",7,5,1
"8596",7,8,1
"8597",7,5,5
"8598",7,5,6
"8599",7,4,7
"8600",7,4,1
"8601",7,6,7
"8602",7,6,6
"8603",7,5,4
"8604",7,7,4
"8605",7,5,1
"8606",7,5,2
"8607",7,7,1
"8608",7,3,8
"8609",7,6,3
"8610",7,8,8
"8611",7,8,2
"8612",7,1,5
"8613",7,6,2
"8614",7,5,5
"8615",7,6,4
"8616",7,4,8
"8617",7,5,8
"8618",7,6,1
"8619",7,4,5
"8620",7,5,5
"8621",7,5,6
"8622",7,NA,NA
"8623",7,8,7
"8624",7,7,7
"8625",7,4,10
"8626",7,5,8
"8627",7,5,1
"8628",7,5,4
"8629",7,5,2
"8630",7,6,5
"8631",7,8,1
"8632",7,4,1
"8633",7,2,1
"8634",7,4,1
"8635",7,4,1
"8636",7,NA,1
"8637",7,2,1
"8638",7,4,4
"8639",7,4,5
"8640",7,5,5
"8641",7,5,6
"8642",7,5,5
"8643",7,4,4
"8644",7,2,3
"8645",7,5,4
"8646",7,2,5
"8647",7,5,3
"8648",7,6,10
"8649",7,5,7
"8650",7,NA,1
"8651",7,5,8
"8652",7,4,3
"8653",7,4,2
"8654",7,3,2
"8655",7,1,5
"8656",7,8,3
"8657",7,6,3
"8658",7,1,5
"8659",7,7,9
"8660",7,6,5
"8661",7,9,9
"8662",7,6,3
"8663",7,6,1
"8664",7,1,1
"8665",7,5,5
"8666",7,5,10
"8667",7,5,7
"8668",7,4,5
"8669",7,1,5
"8670",7,6,4
"8671",7,4,5
"8672",7,4,7
"8673",7,2,1
"8674",7,5,1
"8675",7,6,5
"8676",7,6,8
"8677",7,2,5
"8678",7,8,4
"8679",7,5,4
"8680",7,4,4
"8681",7,NA,2
"8682",7,1,1
"8683",7,4,7
"8684",7,1,5
"8685",7,6,4
"8686",7,5,1
"8687",7,7,1
"8688",7,5,NA
"8689",7,5,2
"8690",7,9,1
"8691",7,2,3
"8692",7,7,5
"8693",7,1,3
"8694",7,4,1
"8695",7,7,8
"8696",7,3,7
"8697",7,5,5
"8698",7,6,NA
"8699",7,6,6
"8700",7,7,7
"8701",7,5,5
"8702",7,7,2
"8703",7,5,5
"8704",7,3,1
"8705",7,5,1
"8706",7,5,5
"8707",7,1,10
"8708",7,4,2
"8709",7,3,1
"8710",7,3,4
"8711",7,5,5
"8712",7,6,4
"8713",7,7,5
"8714",7,6,4
"8715",7,5,1
"8716",7,5,2
"8717",7,2,6
"8718",7,5,6
"8719",7,5,7
"8720",7,8,5
"8721",7,2,1
"8722",7,7,1
"8723",7,6,10
"8724",7,2,4
"8725",7,7,3
"8726",7,3,5
"8727",7,6,4
"8728",7,8,3
"8729",7,3,7
"8730",7,5,5
"8731",7,3,3
"8732",7,5,5
"8733",7,4,1
"8734",7,3,1
"8735",7,4,4
"8736",7,8,9
"8737",7,4,5
"8738",7,2,4
"8739",7,4,1
"8740",7,5,5
"8741",7,6,6
"8742",7,5,8
"8743",7,3,NA
"8744",7,7,1
"8745",7,5,10
"8746",7,5,1
"8747",7,4,1
"8748",7,7,5
"8749",7,7,7
"8750",7,5,5
"8751",7,6,4
"8752",7,5,4
"8753",7,8,3
"8754",7,5,7
"8755",7,2,1
"8756",7,9,9
"8757",7,5,4
"8758",7,5,3
"8759",7,5,1
"8760",7,3,3
"8761",7,5,1
"8762",7,5,NA
"8763",7,NA,4
"8764",7,5,5
"8765",7,7,4
"8766",7,5,6
"8767",7,4,4
"8768",7,5,9
"8769",7,1,2
"8770",7,4,7
"8771",7,3,7
"8772",7,5,2
"8773",7,6,6
"8774",7,2,3
"8775",7,4,5
"8776",7,8,7
"8777",7,6,7
"8778",7,5,5
"8779",7,8,7
"8780",7,NA,NA
"8781",7,5,10
"8782",7,6,5
"8783",7,1,1
"8784",7,3,1
"8785",7,5,5
"8786",7,6,10
"8787",7,1,1
"8788",7,NA,NA
"8789",7,7,1
"8790",7,5,5
"8791",7,5,6
"8792",7,4,3
"8793",7,4,1
"8794",7,4,1
"8795",7,3,6
"8796",7,5,6
"8797",7,6,5
"8798",7,7,1
"8799",7,1,1
"8800",7,5,5
"8801",7,6,7
"8802",7,2,6
"8803",7,7,6
"8804",7,NA,7
"8805",7,7,8
"8806",7,6,1
"8807",7,3,5
"8808",7,7,3
"8809",7,5,5
"8810",7,5,5
"8811",7,3,6
"8812",7,5,6
"8813",7,5,2
"8814",7,7,7
"8815",7,6,8
"8816",7,4,1
"8817",7,6,6
"8818",7,NA,5
"8819",7,7,6
